seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	7486777	7486983	207	*	X1736	9526	7486965	7496107	9143	+	0	overlapStart	0	MPDU1
chr17	8060274	8060340	67	*	X1743	5187	8043788	8059678	15891	-	595	upstream	595	PER1
chr17	16120307	16120476	170	*	X1747	9487	16120509	16229573	109065	+	32	upstream	32	PIGL
chr17	16120307	16120476	170	*	X1747	9611	15933408	16118874	185467	-	1432	upstream	1432	NCOR1
chr17	17990995	17991070	76	*	X1752	1819	17991181	18011299	20119	+	110	upstream	110	DRG2
chr17	18280650	18280688	39	*	X1753	645027	18281079	18292960	11882	+	390	upstream	390	EVPLL
chr17	19881400	19881402	3	*	X1756	11216	19807765	19881169	73405	-	230	upstream	230	AKAP10
chr17	27230201	27230426	226	*	X1759	147015	27224799	27230089	5291	-	111	upstream	111	DHRS13
chr17	27230469	27230514	46	*	X1760	147015	27224799	27230089	5291	-	379	upstream	379	DHRS13
chr17	29158805	29158872	68	*	X1761	79915	29159023	29222295	63273	+	150	upstream	150	ATAD5
chr17	30186496	30186608	113	*	X1763	55352	30178884	30186326	7443	-	169	upstream	169	COPRS
chr17	30669327	30669453	127	*	X1764	64149	30655460	30669228	13769	-	98	upstream	98	C17orf75
chr17	30669467	30669483	17	*	X1765	64149	30655460	30669228	13769	-	238	upstream	238	C17orf75
chr17	34842307	34842367	61	*	X1766	9326	34842473	34855154	12682	+	105	upstream	105	ZNHIT3
chr17	34957806	34957818	13	*	X1767	79922	34958025	34965407	7383	+	206	upstream	206	MRM1
chr17	36831431	36831532	102	*	X1769	100170841	36827959	36831187	3229	-	243	upstream	243	EPOP
chr17	36981692	36981879	188	*	X1770	100616416	36982091	36982145	55	+	211	upstream	211	MIR4727
chr17	36981692	36981879	188	*	X1770	54883	36956687	36981608	24922	-	83	upstream	83	CWC25
chr17	37023871	37024130	260	*	X1771	3927	37026112	37078023	51912	+	1981	upstream	1981	LASP1
chr17	37309821	37309893	73	*	X1773	57125	37219556	37309485	89930	-	335	upstream	335	PLXDC1
chr17	37617459	37617478	20	*	X1774	51755	37617739	37690800	73062	+	260	upstream	260	CDK12
chr17	38257159	38257335	177	*	X1776	9572	38249037	38256978	7942	-	180	upstream	180	NR1D1
chr17	40021863	40021872	10	*	X1784	55175	40009799	40021629	11831	-	233	upstream	233	KLHL11
chr17	40021904	40021922	19	*	X1785	55175	40009799	40021629	11831	-	274	upstream	274	KLHL11
chr17	40830076	40830125	50	*	X1786	79990	40819932	40829048	9117	-	1027	upstream	1027	PLEKHH3
chr17	41466233	41466512	280	*	X1790	100130581	41447213	41466266	19054	-	0	overlapStart	0	LINC00910
chr17	41561045	41561071	27	*	X1793	1659	41561334	41604164	42831	+	262	upstream	262	DHX8
chr17	42092417	42092623	207	*	X1794	84336	42088556	42092415	3860	-	1	upstream	1	TMEM101
chr17	43224407	43224418	12	*	X1796	10614	43224684	43229468	4785	+	265	upstream	265	HEXIM1
chr17	46125119	46125132	14	*	X1800	4779	46125686	46138907	13222	+	553	upstream	553	NFE2L1
chr17	47755637	47755915	279	*	X1802	8405	47676246	47755525	79280	-	111	upstream	111	SPOP
chr17	47785768	47785776	9	*	X1803	10237	47778690	47785528	6839	-	239	upstream	239	SLC35B1
chr17	47785852	47785866	15	*	X1804	10237	47778690	47785528	6839	-	323	upstream	323	SLC35B1
chr17	48045637	48045703	67	*	X1805	1748	48046562	48052323	5762	+	858	upstream	858	DLX4
chr17	48045732	48045796	65	*	X1806	1748	48046562	48052323	5762	+	765	upstream	765	DLX4
chr17	48045848	48045891	44	*	X1807	1748	48046562	48052323	5762	+	670	upstream	670	DLX4
chr17	48072583	48072714	132	*	X1808	1747	48067369	48072588	5220	-	0	overlapStart	0	DLX3
chr17	48475073	48475086	14	*	X1813	55379	48458594	48474914	16321	-	158	upstream	158	LRRC59
chr17	48556029	48556066	38	*	X1814	55316	48556190	48563336	7147	+	123	upstream	123	RSAD1
chr17	48796758	48796758	1	*	X1817	51747	48796926	48830072	33147	+	167	upstream	167	LUC7L3
chr17	54912391	54912419	29	*	X1821	339210	54869274	54911256	41983	-	1134	upstream	1134	C17orf67
chr17	54912471	54912485	15	*	X1822	339210	54869274	54911256	41983	-	1214	upstream	1214	C17orf67
chr17	55055631	55055641	11	*	X1823	59342	55055468	55084129	28662	+	0	inside	162	SCPEP1
chr17	56769963	56770049	87	*	X1826	56155	56634038	56769416	135379	-	546	upstream	546	TEX14
chr17	56769963	56770049	87	*	X1826	5889	56769963	56811692	41730	+	0	inside	0	RAD51C
chr17	57642632	57642931	300	*	X1827	79665	57642886	57685713	42828	+	0	overlapStart	0	DHX40
chr17	60005431	60005474	44	*	X1829	57508	59942728	60005377	62650	-	53	upstream	53	INTS2
chr17	61678026	61678027	2	*	X1832	51204	61678231	61685725	7495	+	203	upstream	203	TACO1
chr17	62493354	62493368	15	*	X1833	11232	62473902	62493184	19283	-	169	upstream	169	POLG2
chr17	65373262	65373291	30	*	X1836	26207	65373397	65693379	319983	+	105	upstream	105	PITPNC1
chr17	65820786	65820953	168	*	X1838	2186	65821780	65980494	158715	+	826	upstream	826	BPTF
chr17	73008487	73008538	52	*	X1840	3396	73008780	73017356	8577	+	241	upstream	241	MRPL58
chr17	73717051	73717151	101	*	X1842	3691	73717516	73753899	36384	+	364	upstream	364	ITGB4
chr17	73781306	73781361	56	*	X1843	100616282	73780602	73780688	87	-	617	upstream	617	MIR4738
chr17	74068742	74068786	45	*	X1844	6730	74034856	74068607	33752	-	134	upstream	134	SRP68
chr17	74099989	74100128	140	*	X1845	23265	74077086	74099868	22783	-	120	upstream	120	EXOC7
chr17	74350387	74350425	39	*	X1850	5635	74306868	74350279	43412	-	107	upstream	107	PRPSAP1
chr17	79604242	79604325	84	*	X1864	55666	79523913	79604138	80226	-	103	upstream	103	NPLOC4
chr17	79604242	79604325	84	*	X1864	83882	79604197	79615779	11583	+	0	inside	44	TSPAN10
chr17	79876149	79876175	27	*	X1866	51547	79869815	79876058	6244	-	90	upstream	90	SIRT7
chr17	79876194	79876249	56	*	X1867	51547	79869815	79876058	6244	-	135	upstream	135	SIRT7
chr17	79886024	79886061	38	*	X1868	4097	79876145	79885587	9443	-	436	upstream	436	MAFG
chr17	80416056	80416107	52	*	X1873	26502	80416060	80446143	30084	+	0	overlapStart	0	NARF
chr18	812810	812862	53	*	X1877	7525	721592	812542	90951	-	267	upstream	267	YES1
chr18	12658724	12658735	12	*	X1879	56907	12446511	12657912	211402	-	811	upstream	811	SPIRE1
chr18	12658724	12658735	12	*	X1879	56984	12658738	12725739	67002	+	2	upstream	2	PSMG2
chr18	21242924	21242934	11	*	X1883	147463	21179978	21242849	62872	-	74	upstream	74	ANKRD29
chr18	22006301	22006324	24	*	X1884	55364	22006609	22033494	26886	+	284	upstream	284	IMPACT
chr18	22006351	22006361	11	*	X1885	55364	22006609	22033494	26886	+	247	upstream	247	IMPACT
chr18	29264199	29264451	253	*	X1888	9331	29202209	29264686	62478	-	0	inside	234	B4GALT6
chr18	30051196	30051200	5	*	X1889	64762	29843484	30050447	206964	-	748	upstream	748	GAREM1
chr18	39534880	39534910	31	*	X1895	5289	39535199	39661446	126248	+	288	upstream	288	PIK3C3
chr18	44496003	44496228	226	*	X1897	83473	44497557	44628614	131058	+	1328	upstream	1328	KATNAL2
chr18	46987175	46987243	69	*	X1899	54808	46570172	46987079	416908	-	95	upstream	95	DYM
chr18	47013824	47013842	19	*	X1900	497661	47007548	47013644	6097	-	179	upstream	179	C18orf32
chr19	663454	663482	29	*	X1905	55658	647526	663233	15708	-	220	upstream	220	RNF126
chr19	1021353	1021523	171	*	X1906	91304	1009650	1021141	11492	-	211	upstream	211	TMEM259
chr19	1021653	1021893	241	*	X1907	91304	1009650	1021141	11492	-	511	upstream	511	TMEM259
chr19	1383099	1383147	49	*	X1908	374291	1383526	1395588	12063	+	378	upstream	378	NDUFS7
chr19	1383167	1383323	157	*	X1909	374291	1383526	1395588	12063	+	202	upstream	202	NDUFS7
chr19	1407093	1407093	1	*	X1910	26528	1407584	1435682	28099	+	490	upstream	490	DAZAP1
chr19	1568562	1568608	47	*	X1916	399664	1554668	1568057	13390	-	504	upstream	504	MEX3D
chr19	2052608	2052756	149	*	X1918	2872	2037470	2051243	13774	-	1364	upstream	1364	MKNK2
chr19	2163618	2163673	56	*	X1919	84444	2164148	2232577	68430	+	474	upstream	474	DOT1L
chr19	2783596	2783645	50	*	X1923	6449	2754712	2783354	28643	-	241	upstream	241	SGTA
chr19	2783596	2783645	50	*	X1923	7064	2785506	2813599	28094	+	1860	upstream	1860	THOP1
chr19	2785221	2785231	11	*	X1924	6449	2754712	2783354	28643	-	1866	upstream	1866	SGTA
chr19	2785221	2785231	11	*	X1924	7064	2785506	2813599	28094	+	274	upstream	274	THOP1
chr19	2977820	2977847	28	*	X1925	79816	2977536	2995182	17647	+	0	inside	283	TLE6
chr19	3985597	3985677	81	*	X1929	1938	3976054	3985461	9408	-	135	upstream	135	EEF2
chr19	4968481	4968502	22	*	X1936	23030	4969124	5153608	184485	+	621	upstream	621	KDM4B
chr19	5791294	5791345	52	*	X1938	56931	5785153	5791249	6097	-	44	upstream	44	DUS3L
chr19	5791361	5791377	17	*	X1939	56931	5785153	5791249	6097	-	111	upstream	111	DUS3L
chr19	7587272	7587389	118	*	X1945	57192	7587496	7598895	11400	+	106	upstream	106	MCOLN1
chr19	7660401	7660454	54	*	X1946	57662	7660788	7683196	22409	+	333	upstream	333	CAMSAP3
chr19	8675270	8675344	75	*	X1947	81794	8645126	8675588	30463	-	0	inside	243	ADAMTS10
chr19	9732324	9732384	61	*	X1948	284385	9732158	9745538	13381	+	0	inside	165	ZNF561-AS1
chr19	9732324	9732384	61	*	X1948	93134	9718002	9731916	13915	-	407	upstream	407	ZNF561
chr19	10216821	10216838	18	*	X1951	56342	10216899	10221975	5077	+	60	upstream	60	PPAN
chr19	10216821	10216838	18	*	X1951	692229	10218327	10218411	85	+	1488	upstream	1488	SNORD105
chr19	10216821	10216838	18	*	X1951	692312	10216899	10226064	9166	+	60	upstream	60	PPAN-P2RY11
chr19	10426694	10426807	114	*	X1952	112812	10416066	10426691	10626	-	2	upstream	2	FDX2
chr19	10515430	10515511	82	*	X1953	100302213	10514134	10514214	81	-	1215	upstream	1215	MIR1181
chr19	10515430	10515511	82	*	X1953	11140	10501809	10514271	12463	-	1158	upstream	1158	CDC37
chr19	10527612	10527617	6	*	X1954	5141	10527449	10580307	52859	+	0	inside	162	PDE4A
chr19	10947160	10947427	268	*	X1955	11018	10943114	10946983	3870	-	176	upstream	176	TMED1
chr19	12901937	12902010	74	*	X1961	3726	12902310	12904125	1816	+	299	upstream	299	JUNB
chr19	13001436	13001518	83	*	X1963	2639	13001943	13010813	8871	+	424	upstream	424	GCDH
chr19	13029979	13030078	100	*	X1964	256126	13009894	13030086	20193	-	0	inside	7	SYCE2
chr19	13106058	13106099	42	*	X1965	4784	13106584	13209610	103027	+	484	upstream	484	NFIX
chr19	13228882	13228946	65	*	X1967	112939	13229102	13251961	22860	+	155	upstream	155	NACC1
chr19	13228882	13228946	65	*	X1967	55621	13215714	13227563	11850	-	1318	upstream	1318	TRMT1
chr19	14016796	14016809	14	*	X1969	54862	14016956	14041693	24738	+	146	upstream	146	CC2D1A
chr19	14016796	14016809	14	*	X1969	79173	13993168	14016909	23742	-	0	inside	99	BRME1
chr19	14318031	14318571	541	*	X1971	22859	14258549	14316997	58449	-	1033	upstream	1033	ADGRL1
chr19	15560935	15560988	54	*	X1972	58525	15532318	15560762	28445	-	172	upstream	172	WIZ
chr19	16583003	16583075	73	*	X1974	58513	16466055	16582823	116769	-	179	upstream	179	EPS15L1
chr19	16770593	16770605	13	*	X1975	79041	16771938	16799816	27879	+	1332	upstream	1332	TMEM38A
chr19	17445758	17445762	5	*	X1976	57719	17434032	17445638	11607	-	119	upstream	119	ANO8
chr19	17445758	17445762	5	*	X1976	84705	17445791	17453540	7750	+	28	upstream	28	GTPBP3
chr19	17799254	17799268	15	*	X1978	23025	17712137	17799050	86914	-	203	upstream	203	UNC13A
chr19	17858243	17858262	20	*	X1979	23149	17858527	17899377	40851	+	264	upstream	264	FCHO1
chr19	17858278	17858317	40	*	X1980	23149	17858527	17899377	40851	+	209	upstream	209	FCHO1
chr19	18061409	18061471	63	*	X1983	3780	18062111	18109930	47820	+	639	upstream	639	KCNN1
chr19	18451126	18451141	16	*	X1987	54858	18451408	18480763	29356	+	266	upstream	266	PGPEP1
chr19	18451157	18451285	129	*	X1988	54858	18451408	18480763	29356	+	122	upstream	122	PGPEP1
chr19	18529878	18530067	190	*	X1989	170463	18530146	18545372	15227	+	78	upstream	78	SSBP4
chr19	18668308	18668409	102	*	X1991	79036	18668572	18680197	11626	+	162	upstream	162	KXD1
chr19	18699495	18699524	30	*	X1992	55049	18699495	18703147	3653	+	0	inside	0	REX1BD
chr19	37862352	37862457	106	*	X1998	84503	37862059	37883966	21908	+	0	inside	292	ZNF527
chr19	38147146	38147214	69	*	X1999	22835	38123389	38146368	22980	-	777	upstream	777	ZFP30
chr19	40324948	40325004	57	*	X2003	9149	40315990	40324841	8852	-	106	upstream	106	DYRK1B
chr19	41724612	41724752	141	*	X2010	558	41725108	41767671	42564	+	355	upstream	355	AXL
chr19	42787866	42787871	6	*	X2012	23152	42788817	42799949	11133	+	945	upstream	945	CIC
chr19	44144278	44144316	39	*	X2017	199731	44126522	44143991	17470	-	286	upstream	286	CADM4
chr19	45579884	45579936	53	*	X2018	162979	45574758	45579688	4931	-	195	upstream	195	ZNF296
chr19	45970674	45970692	19	*	X2019	2354	45971253	45978437	7185	+	560	upstream	560	FOSB
chr19	45970711	45970732	22	*	X2020	2354	45971253	45978437	7185	+	520	upstream	520	FOSB
chr19	47164816	47164999	184	*	X2024	147906	47150869	47164395	13527	-	420	upstream	420	DACT3
chr19	47633832	47633851	20	*	X2025	10055	47634080	47713893	79814	+	228	upstream	228	SAE1
chr19	48247081	48247108	28	*	X2027	29997	48248793	48274141	25349	+	1684	upstream	1684	NOP53
chr19	49588311	49588350	40	*	X2033	6625	49588465	49611870	23406	+	114	upstream	114	SNRNP70
chr19	49955425	49955448	24	*	X2035	126133	49956473	49974305	17833	+	1024	upstream	1024	ALDH16A1
chr19	49955425	49955448	24	*	X2035	55011	49949550	49955115	5566	-	309	upstream	309	PIH1D1
chr19	50000646	50000751	106	*	X2036	84546	50000976	50001062	87	+	224	upstream	224	SNORD35B
chr19	50084007	50084131	125	*	X2037	51070	50058725	50083829	25105	-	177	upstream	177	NOSIP
chr19	50084007	50084131	125	*	X2037	5639	50084587	50094265	9679	+	455	upstream	455	PRRG2
chr19	50179510	50179697	188	*	X2039	3276	50180409	50191707	11299	+	711	upstream	711	PRMT1
chr19	50979529	50979557	29	*	X2043	284361	50979657	50986608	6952	+	99	upstream	99	EMC10
chr19	51612113	51612124	12	*	X2044	90353	51600863	51611647	10785	-	465	upstream	465	CTU1
chr19	52511650	52511681	32	*	X2045	284370	52494587	52511483	16897	-	166	upstream	166	ZNF615
chr19	54605766	54605845	80	*	X2046	126014	54597933	54605994	8062	-	0	inside	148	OSCAR
chr19	54605766	54605845	80	*	X2046	4696	54606160	54610281	4122	+	314	upstream	314	NDUFA3
chr19	56092414	56092483	70	*	X2056	163033	56088891	56092211	3321	-	202	upstream	202	ZNF579
chr19	56151490	56151695	206	*	X2057	51157	56152392	56154836	2445	+	696	upstream	696	ZNF580
chr19	59025407	59025460	54	*	X2062	10998	58990879	59023432	32554	-	1974	upstream	1974	SLC27A5
chr19	59066567	59066638	72	*	X2063	27243	59062933	59066486	3554	-	80	upstream	80	CHMP2A
chr19	59085062	59085093	32	*	X2064	65996	59086766	59110852	24087	+	1672	upstream	1672	CENPBD1P1
chr19	59085062	59085093	32	*	X2064	7593	59073284	59084942	11659	-	119	upstream	119	MZF1
chr20	277794	277804	11	*	X2065	85364	278204	280963	2760	+	399	upstream	399	ZCCHC3
chr20	524743	524787	45	*	X2070	1457	463338	524482	61145	-	260	upstream	260	CSNK2A1
chr20	1373964	1373987	24	*	X2071	100528031	1290555	1373816	83262	-	147	upstream	147	FKBP1A-SDCBP2
chr20	1373964	1373987	24	*	X2071	2280	1349621	1373816	24196	-	147	upstream	147	FKBP1A
chr20	2820679	2820751	73	*	X2072	64601	2821373	2847378	26006	+	621	upstream	621	VPS16
chr20	16710368	16710541	174	*	X2073	6629	16710609	16722417	11809	+	67	upstream	67	SNRPB2
chr20	18477974	18478017	44	*	X2074	10741	18467188	18477887	10700	-	86	upstream	86	RBBP9
chr20	23402365	23402392	28	*	X2077	63908	23355156	23402156	47001	-	208	upstream	208	NAPB
chr20	30102021	30102157	137	*	X2078	81502	30102241	30157370	55130	+	83	upstream	83	HM13
chr20	32398922	32398948	27	*	X2080	128866	32399110	32442173	43064	+	161	upstream	161	CHMP4B
chr20	33680732	33680753	22	*	X2081	26133	33590207	33680618	90412	-	113	upstream	113	TRPC4AP
chr20	33999892	34000043	152	*	X2082	55245	33890369	33999945	109577	-	0	overlapStart	0	UQCC1
chr20	34252908	34252940	33	*	X2083	10137	34236847	34252878	16032	-	29	upstream	29	RBM12
chr20	34359546	34359557	12	*	X2084	51230	34359923	34538288	178366	+	365	upstream	365	PHF20
chr20	34359639	34359866	228	*	X2085	51230	34359923	34538288	178366	+	56	upstream	56	PHF20
chr20	34639059	34639106	48	*	X2086	647979	34633540	34638882	5343	-	176	upstream	176	NORAD
chr20	34824129	34824255	127	*	X2088	25980	34824339	34844863	20525	+	83	upstream	83	AAR2
chr20	35233836	35233915	80	*	X2089	55969	35234137	35240960	6824	+	221	upstream	221	RAB5IF
chr20	35724637	35724725	89	*	X2090	5933	35626178	35724410	98233	-	226	upstream	226	RBL1
chr20	37064150	37064160	11	*	X2096	388796	37049239	37064018	14780	-	131	upstream	131	SNHG17
chr20	37064150	37064160	11	*	X2096	677840	37062505	37062642	138	-	1507	upstream	1507	SNORA71D
chr20	43589144	43589196	53	*	X2097	10953	43570771	43589114	18344	-	29	upstream	29	TOMM34
chr20	49347149	49347177	29	*	X2103	84612	49348081	49370278	22198	+	903	upstream	903	PARD6B
chr20	54933770	54933805	36	*	X2106	116151	54933983	54943718	9736	+	177	upstream	177	FAM210B
chr20	55204111	55204211	101	*	X2107	7022	55204358	55214338	9981	+	146	upstream	146	TFAP2C
chr20	61427583	61427655	73	*	X2113	55257	61427805	61431945	4141	+	149	upstream	149	MRGBP
chr20	61427715	61427740	26	*	X2114	55257	61427805	61431945	4141	+	64	upstream	64	MRGBP
chr20	61493467	61493501	35	*	X2115	10732	61472467	61493115	20649	-	351	upstream	351	TCFL5
chr20	62259698	62259959	262	*	X2119	26205	62218955	62258381	39427	-	1316	upstream	1316	GMEB2
chr20	62573648	62573758	111	*	X2121	100302137	62572818	62572897	80	-	750	upstream	750	MIR1914
chr21	17960829	17961098	270	*	X2123	406912	17962557	17962645	89	+	1458	upstream	1458	MIR125B2
chr21	30257772	30257815	44	*	X2125	29104	30244513	30257695	13183	-	76	upstream	76	N6AMT1
chr21	30446285	30446349	65	*	X2126	10694	30428648	30446010	17363	-	274	upstream	274	CCT8
chr21	43187383	43187494	112	*	X2133	54101	43159529	43187249	27721	-	133	upstream	133	RIPK4
chr21	43187508	43187539	32	*	X2134	54101	43159529	43187249	27721	-	258	upstream	258	RIPK4
chr21	47401010	47401039	30	*	X2139	1291	47401663	47424963	23301	+	623	upstream	623	COL6A1
chr22	18507428	18507471	44	*	X2142	57553	18270416	18507325	236910	-	102	upstream	102	MICAL3
chr22	26880363	26880403	41	*	X2147	89781	26846849	26879829	32981	-	533	upstream	533	HPS4
chr22	35776828	35776887	60	*	X2152	3162	35777060	35790207	13148	+	172	upstream	172	HMOX1
chr22	35776910	35776924	15	*	X2153	3162	35777060	35790207	13148	+	135	upstream	135	HMOX1
chr22	36903276	36903345	70	*	X2156	80020	36883233	36903148	19916	-	127	upstream	127	FOXRED2
chr22	38082148	38082226	79	*	X2161	11078	38082344	38172563	90220	+	117	upstream	117	TRIOBP
chr22	38082148	38082226	79	*	X2161	79159	38082344	38089485	7142	+	117	upstream	117	NOL12
chr22	42485850	42485924	75	*	X2172	100132273	42486937	42532702	45766	+	1012	upstream	1012	NDUFA6-DT
chr22	42915966	42915980	15	*	X2173	27341	42904341	42915829	11489	-	136	upstream	136	RRP7A
chr22	43011609	43011715	107	*	X2174	84271	42979727	43010962	31236	-	646	upstream	646	POLDIP3
chr22	43539527	43539580	54	*	X2175	27349	43528212	43539403	11192	-	123	upstream	123	MCAT
chrX	9431305	9431341	37	*	X2188	6907	9431335	9687780	256446	+	0	overlapStart	0	TBL1X
chrX	15756424	15756598	175	*	X2189	11238	15756412	15805748	49337	+	0	inside	11	CA5B
chrX	18442811	18443105	295	*	X2190	6792	18443725	18671749	228025	+	619	upstream	619	CDKL5
chrX	19361686	19361771	86	*	X2191	5160	19362011	19379825	17815	+	239	upstream	239	PDHA1
chrX	23685414	23685424	11	*	X2193	10549	23685645	23704514	18870	+	220	upstream	220	PRDX4
chrX	40506989	40507046	58	*	X2195	159013	40486173	40506819	20647	-	169	upstream	169	CXorf38
chrX	47050034	47050088	55	*	X2197	7317	47050199	47074527	24329	+	110	upstream	110	UBA1
chrX	49091928	49091942	15	*	X2199	28952	49091927	49106987	15061	+	0	inside	0	CCDC22
chrX	64754913	64755018	106	*	X2201	81887	64732462	64754686	22225	-	226	upstream	226	LAS1L
chrX	70474959	70475263	305	*	X2205	9203	70459474	70475047	15574	-	0	overlapStart	0	ZMYM3
chrX	71497211	71497254	44	*	X2206	6191	71492453	71497141	4689	-	69	upstream	69	RPS4X
chrX	73163942	73163953	12	*	X2207	554203	73164159	73290217	126059	+	205	upstream	205	JPX
chrX	128978137	128978317	181	*	X2211	51114	128937264	128978124	40861	-	12	upstream	12	ZDHHC9
chrX	134186426	134186440	15	*	X2212	26071	134184963	134186221	1259	-	204	upstream	204	RTL8A
chrX	140271563	140271588	26	*	X2213	23641	140269931	140271310	1380	-	252	upstream	252	LDOC1
chrX	148713583	148713634	52	*	X2214	84548	148678216	148713487	35272	-	95	upstream	95	TMEM185A
